nbOpes,type,size,nbRenamingBots
100000,rlsWithGC,1068368,2
100000,content,119992,2
100000,rlsWithoutGC,12191784,2
100000,rlsWithGC,1062798,2
100000,content,119996,2
100000,rlsWithoutGC,11291592,2
100000,rlsWithGC,1109738,2
100000,content,119628,2
100000,rlsWithoutGC,11728640,2
100000,rlsWithGC,1080740,2
100000,content,120012,2
100000,rlsWithoutGC,11674460,2
100000,rlsWithGC,1107800,2
100000,content,120004,2
100000,rlsWithoutGC,12645608,2
100000,rlsWithGC,1067258,2
100000,content,119948,2
100000,rlsWithoutGC,11300560,2
100000,rlsWithGC,1071448,2
100000,content,119820,2
100000,rlsWithoutGC,11268854,2
100000,rlsWithGC,1079978,2
100000,content,119996,2
100000,rlsWithoutGC,12433682,2
100000,rlsWithGC,1122434,2
100000,content,119820,2
100000,rlsWithoutGC,11214820,2
100000,rlsWithGC,1090690,2
100000,content,119708,2
100000,rlsWithoutGC,11399014,2
100000,rlsWithGC,1046084,2
100000,content,119980,2
100000,rlsWithoutGC,13064800,2
100000,rlsWithGC,1092474,2
100000,content,119984,2
100000,rlsWithoutGC,11479846,2
100000,rlsWithGC,1091926,2
100000,content,119960,2
100000,rlsWithoutGC,17184414,3
100000,rlsWithGC,1089324,3
100000,content,119750,3
100000,rlsWithoutGC,17537262,3
100000,rlsWithGC,1107186,3
100000,content,119906,3
100000,rlsWithoutGC,17114462,3
100000,rlsWithGC,1105868,3
100000,content,119994,3
100000,rlsWithoutGC,17144710,3
100000,rlsWithGC,1085056,3
100000,content,119898,3
100000,rlsWithoutGC,16678670,3
100000,rlsWithGC,1109498,3
100000,content,119996,3
100000,rlsWithoutGC,16312192,3
100000,rlsWithGC,1094794,3
100000,content,120034,3
100000,rlsWithoutGC,16616944,3
100000,rlsWithGC,1108492,3
100000,content,119982,3
100000,rlsWithoutGC,17920638,3
100000,rlsWithGC,1036010,3
100000,content,120028,3
100000,rlsWithoutGC,17945264,3
100000,rlsWithGC,1108400,3
100000,content,120006,3
100000,rlsWithoutGC,16599258,3
100000,rlsWithGC,1082508,3
100000,content,120010,3
100000,rlsWithoutGC,16578726,3
100000,rlsWithGC,1048392,3
100000,content,120034,3
100000,rlsWithoutGC,18309530,3
100000,rlsWithGC,1104032,3
100000,content,119474,3
100000,rlsWithoutGC,16748180,3
100000,rlsWithGC,1080728,3
100000,content,119950,3
100000,rlsWithoutGC,16888240,3
100000,rlsWithGC,1118698,3
100000,content,120010,3
100000,rlsWithoutGC,16552918,3
100000,rlsWithGC,1037182,3
100000,content,120034,3
100000,rlsWithoutGC,17369730,3
100000,rlsWithGC,1123254,3
100000,content,119994,3
100000,rlsWithoutGC,18316000,3
100000,rlsWithGC,1107568,3
100000,content,119794,3
100000,rlsWithoutGC,17672426,3
100000,rlsWithGC,1072424,3
100000,content,119526,3
100000,rlsWithoutGC,22007464,4
100000,rlsWithGC,1096880,4
100000,content,120024,4
100000,rlsWithoutGC,26243446,4
100000,rlsWithGC,1075164,4
100000,content,120040,4
100000,rlsWithoutGC,24116412,4
100000,rlsWithGC,1101414,4
100000,content,120014,4
100000,rlsWithoutGC,21497278,4
100000,rlsWithGC,1106930,4
100000,content,118592,4
100000,rlsWithoutGC,21753116,4
100000,rlsWithGC,1077762,4
100000,content,119408,4
100000,rlsWithoutGC,22065548,4
100000,rlsWithGC,1103078,4
100000,content,118644,4
100000,rlsWithoutGC,21695438,4
100000,rlsWithGC,1081134,4
100000,content,119988,4
100000,rlsWithoutGC,22526410,4
100000,rlsWithGC,1069626,4
100000,content,119872,4
100000,rlsWithoutGC,21854906,4
100000,rlsWithGC,1079712,4
100000,content,119840,4
100000,rlsWithoutGC,24529210,4
100000,rlsWithGC,1088646,4
100000,content,119768,4
100000,rlsWithoutGC,23365714,4
100000,rlsWithGC,1099100,4
100000,content,120000,4
100000,rlsWithoutGC,22987570,4
100000,rlsWithGC,1059768,4
100000,content,120008,4
100000,rlsWithoutGC,20998208,4
100000,rlsWithGC,1076752,4
100000,content,119528,4
100000,rlsWithoutGC,23570882,4
100000,rlsWithGC,1098264,4
100000,content,120016,4
100000,rlsWithoutGC,24226100,4
100000,rlsWithGC,1083114,4
100000,content,119488,4
100000,rlsWithoutGC,22523340,4
100000,rlsWithGC,1103426,4
100000,content,119952,4
100000,rlsWithoutGC,21402126,4
100000,rlsWithGC,1112876,4
100000,content,119996,4
100000,rlsWithoutGC,22620440,4
100000,rlsWithGC,1090362,4
100000,content,120040,4
100000,rlsWithoutGC,23481854,4
100000,rlsWithGC,1102872,4
100000,content,119848,4
100000,rlsWithoutGC,22681328,4
100000,rlsWithGC,1083844,4
100000,content,119952,4
100000,rlsWithoutGC,25139876,4
100000,rlsWithGC,1055166,4
100000,content,120008,4
110000,ls,17362204,1
110000,content,120304,1
110000,ls,17362204,2
110000,content,120304,2
110000,ls,17362204,3
110000,content,120304,3
110000,ls,17362204,4
110000,content,120304,4
110000,ls,19937810,1
110000,content,119736,1
110000,ls,19937810,2
110000,content,119736,2
110000,ls,19937810,3
110000,content,119736,3
110000,ls,19937810,4
110000,content,119736,4
110000,ls,20468536,1
110000,content,119816,1
110000,ls,20468536,2
110000,content,119816,2
110000,ls,20468536,3
110000,content,119816,3
110000,ls,20468536,4
110000,content,119816,4
110000,ls,19895040,1
110000,content,120004,1
110000,ls,19895040,2
110000,content,120004,2
110000,ls,19895040,3
110000,content,120004,3
110000,ls,19895040,4
110000,content,120004,4
110000,ls,19915216,1
110000,content,119708,1
110000,ls,19915216,2
110000,content,119708,2
110000,ls,19915216,3
110000,content,119708,3
110000,ls,19915216,4
110000,content,119708,4
110000,ls,18943228,1
110000,content,120324,1
110000,ls,18943228,2
110000,content,120324,2
110000,ls,18943228,3
110000,content,120324,3
110000,ls,18943228,4
110000,content,120324,4
110000,ls,17632822,1
110000,content,120108,1
110000,ls,17632822,2
110000,content,120108,2
110000,ls,17632822,3
110000,content,120108,3
110000,ls,17632822,4
110000,content,120108,4
110000,ls,16620480,1
110000,content,119724,1
110000,ls,16620480,2
110000,content,119724,2
110000,ls,16620480,3
110000,content,119724,3
110000,ls,16620480,4
110000,content,119724,4
110000,ls,19243602,1
110000,content,119864,1
110000,ls,19243602,2
110000,content,119864,2
110000,ls,19243602,3
110000,content,119864,3
110000,ls,19243602,4
110000,content,119864,4
110000,ls,19868172,1
110000,content,120044,1
110000,ls,19868172,2
110000,content,120044,2
110000,ls,19868172,3
110000,content,120044,3
110000,ls,19868172,4
110000,content,120044,4
110000,ls,19319962,1
110000,content,119780,1
110000,ls,19319962,2
110000,content,119780,2
110000,ls,19319962,3
110000,content,119780,3
110000,ls,19319962,4
110000,content,119780,4
110000,ls,18589060,1
110000,content,120360,1
110000,ls,18589060,2
110000,content,120360,2
110000,ls,18589060,3
110000,content,120360,3
110000,ls,18589060,4
110000,content,120360,4
110000,ls,21583852,1
110000,content,119972,1
110000,ls,21583852,2
110000,content,119972,2
110000,ls,21583852,3
110000,content,119972,3
110000,ls,21583852,4
110000,content,119972,4
110000,ls,19722406,1
110000,content,119900,1
110000,ls,19722406,2
110000,content,119900,2
110000,ls,19722406,3
110000,content,119900,3
110000,ls,19722406,4
110000,content,119900,4
110000,ls,18829342,1
110000,content,120234,1
110000,ls,18829342,2
110000,content,120234,2
110000,ls,18829342,3
110000,content,120234,3
110000,ls,18829342,4
110000,content,120234,4
110000,ls,19345550,1
110000,content,120212,1
110000,ls,19345550,2
110000,content,120212,2
110000,ls,19345550,3
110000,content,120212,3
110000,ls,19345550,4
110000,content,120212,4
110000,ls,21810162,1
110000,content,119752,1
110000,ls,21810162,2
110000,content,119752,2
110000,ls,21810162,3
110000,content,119752,3
110000,ls,21810162,4
110000,content,119752,4
110000,ls,19374176,1
110000,content,119976,1
110000,ls,19374176,2
110000,content,119976,2
110000,ls,19374176,3
110000,content,119976,3
110000,ls,19374176,4
110000,content,119976,4
110000,rlsWithoutGC,7065912,1
110000,rlsWithGC,1683432,1
110000,content,120358,1
110000,rlsWithoutGC,7306124,1
110000,rlsWithGC,1626050,1
110000,content,119974,1
110000,rlsWithoutGC,6731460,1
110000,rlsWithGC,1655286,1
110000,content,120182,1
110000,rlsWithoutGC,7659738,1
110000,rlsWithGC,1606192,1
110000,content,119930,1
110000,rlsWithoutGC,6964166,1
110000,rlsWithGC,1567578,1
110000,content,119642,1
110000,rlsWithoutGC,7369004,1
110000,rlsWithGC,1595302,1
110000,content,119838,1
110000,rlsWithoutGC,7748116,1
110000,rlsWithGC,1604304,1
110000,content,119866,1
110000,rlsWithoutGC,6644980,1
110000,rlsWithGC,1621662,1
110000,content,120186,1
110000,rlsWithoutGC,7040826,1
110000,rlsWithGC,1658046,1
110000,content,120090,1
110000,rlsWithoutGC,6903658,1
110000,rlsWithGC,1627976,1
110000,content,119834,1
110000,rlsWithoutGC,6646502,1
110000,rlsWithGC,1676270,1
110000,content,120226,1
110000,rlsWithoutGC,7749596,1
110000,rlsWithGC,1654344,1
110000,content,120194,1
110000,rlsWithoutGC,6944206,1
110000,rlsWithGC,1554284,1
110000,content,119770,1
110000,rlsWithoutGC,7284084,1
110000,rlsWithGC,1597482,1
110000,content,119740,1
110000,rlsWithoutGC,6940488,1
110000,rlsWithGC,1628240,1
110000,content,119750,1
110000,rlsWithoutGC,6627090,1
110000,rlsWithGC,1604648,1
110000,content,120002,1
110000,rlsWithoutGC,7330574,1
110000,rlsWithGC,1627314,1
110000,content,119898,1
110000,rlsWithoutGC,6827674,1
110000,rlsWithGC,1644368,1
110000,content,119902,1
110000,rlsWithoutGC,11782374,2
110000,rlsWithGC,1618214,2
110000,content,119960,2
110000,rlsWithoutGC,13317630,2
110000,rlsWithGC,1642188,2
110000,content,120076,2
110000,rlsWithoutGC,12723412,2
110000,rlsWithGC,1639468,2
110000,content,119896,2
110000,rlsWithoutGC,12533824,2
110000,rlsWithGC,1571490,2
110000,content,119980,2
110000,rlsWithoutGC,12992364,2
110000,rlsWithGC,1645708,2
110000,content,119776,2
110000,rlsWithoutGC,11649774,2
110000,rlsWithGC,1576158,2
110000,content,120152,2
110000,rlsWithoutGC,12727142,2
110000,rlsWithGC,1598156,2
110000,content,120012,2
110000,rlsWithoutGC,11835976,2
110000,rlsWithGC,1654122,2
110000,content,119920,2
110000,rlsWithoutGC,12208210,2
110000,rlsWithGC,1560310,2
110000,content,119856,2
110000,rlsWithoutGC,12196978,2
110000,rlsWithGC,1630318,2
110000,content,119976,2
110000,rlsWithoutGC,13153780,2
110000,rlsWithGC,1575430,2
110000,content,119780,2
110000,rlsWithoutGC,11833642,2
110000,rlsWithGC,1604530,2
110000,content,120104,2
110000,rlsWithoutGC,11811224,2
110000,rlsWithGC,1622348,2
110000,content,120096,2
110000,rlsWithoutGC,12967668,2
110000,rlsWithGC,1656420,2
110000,content,120108,2
110000,rlsWithoutGC,11736876,2
110000,rlsWithGC,1612746,2
110000,content,119976,2
110000,rlsWithoutGC,11902084,2
110000,rlsWithGC,1549154,2
110000,content,120144,2
110000,rlsWithoutGC,13588508,2
110000,rlsWithGC,1616182,2
110000,content,120048,2
110000,rlsWithoutGC,12016440,2
110000,rlsWithGC,1628520,2
110000,content,119876,2
110000,rlsWithoutGC,17756214,3
110000,rlsWithGC,1661124,3
110000,content,120346,3
110000,rlsWithoutGC,18033510,3
110000,rlsWithGC,1603434,3
110000,content,119890,3
110000,rlsWithoutGC,17581150,3
110000,rlsWithGC,1572556,3
110000,content,119486,3
110000,rlsWithoutGC,17665260,3
110000,rlsWithGC,1605606,3
110000,content,120018,3
110000,rlsWithoutGC,17210918,3
110000,rlsWithGC,1641746,3
110000,content,120172,3
110000,rlsWithoutGC,16822254,3
110000,rlsWithGC,1604856,3
110000,content,120394,3
110000,rlsWithoutGC,17129094,3
110000,rlsWithGC,1620642,3
110000,content,120022,3
110000,rlsWithoutGC,18460596,3
110000,rlsWithGC,1575968,3
110000,content,120436,3
110000,rlsWithoutGC,18472886,3
110000,rlsWithGC,1636022,3
110000,content,120182,3
110000,rlsWithoutGC,17137986,3
110000,rlsWithGC,1621236,3
110000,content,120222,3
110000,rlsWithoutGC,17112606,3
110000,rlsWithGC,1582272,3
110000,content,120250,3
110000,rlsWithoutGC,18850150,3
110000,rlsWithGC,1644652,3
110000,content,119998,3
110000,rlsWithoutGC,17281260,3
110000,rlsWithGC,1613808,3
110000,content,119922,3
110000,rlsWithoutGC,17417982,3
110000,rlsWithGC,1648440,3
110000,content,119670,3
110000,rlsWithoutGC,17116810,3
110000,rlsWithGC,1601074,3
110000,content,120242,3
110000,rlsWithoutGC,17924590,3
110000,rlsWithGC,1678114,3
110000,content,120010,3
110000,rlsWithoutGC,18860586,3
110000,rlsWithGC,1652154,3
110000,content,120270,3
110000,rlsWithoutGC,18224304,3
110000,rlsWithGC,1624302,3
110000,content,120138,3
110000,rlsWithoutGC,22504250,4
110000,rlsWithGC,1593666,4
110000,content,119696,4
110000,rlsWithoutGC,26755182,4
110000,rlsWithGC,1586900,4
110000,content,119908,4
110000,rlsWithoutGC,24620966,4
110000,rlsWithGC,1605968,4
110000,content,119890,4
110000,rlsWithoutGC,22128034,4
110000,rlsWithGC,1737686,4
110000,content,120376,4
110000,rlsWithoutGC,22314648,4
110000,rlsWithGC,1639294,4
110000,content,120188,4
110000,rlsWithoutGC,22656146,4
110000,rlsWithGC,1693676,4
110000,content,120080,4
110000,rlsWithoutGC,22208098,4
110000,rlsWithGC,1593794,4
110000,content,119796,4
110000,rlsWithoutGC,23046968,4
110000,rlsWithGC,1590184,4
110000,content,119844,4
110000,rlsWithoutGC,22415396,4
110000,rlsWithGC,1640202,4
110000,content,120036,4
110000,rlsWithoutGC,25112182,4
110000,rlsWithGC,1671618,4
110000,content,119900,4
110000,rlsWithoutGC,23870328,4
110000,rlsWithGC,1603714,4
110000,content,119788,4
110000,rlsWithoutGC,23517486,4
110000,rlsWithGC,1589684,4
110000,content,119868,4
110000,rlsWithoutGC,21562884,4
110000,rlsWithGC,1641428,4
110000,content,119816,4
110000,rlsWithoutGC,24086574,4
110000,rlsWithGC,1613956,4
110000,content,119604,4
110000,rlsWithoutGC,24783780,4
110000,rlsWithGC,1640794,4
110000,content,120100,4
110000,rlsWithoutGC,23019144,4
110000,rlsWithGC,1599230,4
110000,content,120072,4
110000,rlsWithoutGC,21890360,4
110000,rlsWithGC,1601110,4
110000,content,119856,4
110000,rlsWithoutGC,23157036,4
110000,rlsWithGC,1626958,4
110000,content,120180,4
110000,rlsWithoutGC,24022126,4
110000,rlsWithGC,1643144,4
110000,content,120188,4
110000,rlsWithoutGC,23179008,4
110000,rlsWithGC,1581524,4
110000,content,119696,4
110000,rlsWithoutGC,25662700,4
110000,rlsWithGC,1577990,4
110000,content,119996,4
120000,ls,17978930,1
120000,content,120268,1
120000,ls,17978930,2
120000,content,120268,2
120000,ls,17978930,3
120000,content,120268,3
120000,ls,17978930,4
120000,content,120268,4
120000,ls,20657486,1
120000,content,119544,1
120000,ls,20657486,2
120000,content,119544,2
120000,ls,20657486,3
120000,content,119544,3
120000,ls,20657486,4
120000,content,119544,4
120000,ls,21292992,1
120000,content,120012,1
120000,ls,21292992,2
120000,content,120012,2
120000,ls,21292992,3
120000,content,120012,3
120000,ls,21292992,4
120000,content,120012,4
120000,ls,20645812,1
120000,content,119948,1
120000,ls,20645812,2
120000,content,119948,2
120000,ls,20645812,3
120000,content,119948,3
120000,ls,20645812,4
120000,content,119948,4
120000,ls,20690022,1
120000,content,119768,1
120000,ls,20690022,2
120000,content,119768,2
120000,ls,20690022,3
120000,content,119768,3
120000,ls,20690022,4
120000,content,119768,4
120000,ls,19809296,1
120000,content,120932,1
120000,ls,19809296,2
120000,content,120932,2
120000,ls,19809296,3
120000,content,120932,3
120000,ls,19809296,4
120000,content,120932,4
120000,ls,18197816,1
120000,content,119776,1
120000,ls,18197816,2
120000,content,119776,2
120000,ls,18197816,3
120000,content,119776,3
120000,ls,18197816,4
120000,content,119776,4
120000,ls,17185650,1
120000,content,119736,1
120000,ls,17185650,2
120000,content,119736,2
120000,ls,17185650,3
120000,content,119736,3
120000,ls,17185650,4
120000,content,119736,4
120000,ls,19997956,1
120000,content,120064,1
120000,ls,19997956,2
120000,content,120064,2
120000,ls,19997956,3
120000,content,120064,3
120000,ls,19997956,4
120000,content,120064,4
120000,ls,20564652,1
120000,content,120204,1
120000,ls,20564652,2
120000,content,120204,2
120000,ls,20564652,3
120000,content,120204,3
120000,ls,20564652,4
120000,content,120204,4
120000,ls,20026242,1
120000,content,120016,1
120000,ls,20026242,2
120000,content,120016,2
120000,ls,20026242,3
120000,content,120016,3
120000,ls,20026242,4
120000,content,120016,4
120000,ls,19213014,1
120000,content,120072,1
120000,ls,19213014,2
120000,content,120072,2
120000,ls,19213014,3
120000,content,120072,3
120000,ls,19213014,4
120000,content,120072,4
120000,ls,22495302,1
120000,content,119984,1
120000,ls,22495302,2
120000,content,119984,2
120000,ls,22495302,3
120000,content,119984,3
120000,ls,22495302,4
120000,content,119984,4
120000,ls,20436742,1
120000,content,119564,1
120000,ls,20436742,2
120000,content,119564,2
120000,ls,20436742,3
120000,content,119564,3
120000,ls,20436742,4
120000,content,119564,4
120000,ls,19521270,1
120000,content,120262,1
120000,ls,19521270,2
120000,content,120262,2
120000,ls,19521270,3
120000,content,120262,3
120000,ls,19521270,4
120000,content,120262,4
120000,ls,20123338,1
120000,content,120564,1
120000,ls,20123338,2
120000,content,120564,2
120000,ls,20123338,3
120000,content,120564,3
120000,ls,20123338,4
120000,content,120564,4
120000,ls,22653356,1
120000,content,119748,1
120000,ls,22653356,2
120000,content,119748,2
120000,ls,22653356,3
120000,content,119748,3
120000,ls,22653356,4
120000,content,119748,4
120000,ls,20035536,1
120000,content,120028,1
120000,ls,20035536,2
120000,content,120028,2
120000,ls,20035536,3
120000,content,120028,3
120000,ls,20035536,4
120000,content,120028,4
120000,rlsWithoutGC,7602102,1
120000,rlsWithGC,2219622,1
120000,content,120374,1
121000,rlsWithoutGC,6416212,1
121000,rlsWithGC,121900,1
120000,rlsWithoutGC,7817346,1
120000,rlsWithGC,2137272,1
120000,content,120034,1
121000,rlsWithoutGC,6675996,1
121000,rlsWithGC,121568,1
120000,rlsWithoutGC,7192200,1
120000,rlsWithGC,2116026,1
120000,content,120082,1
121000,rlsWithoutGC,6060592,1
121000,rlsWithGC,121616,1
120000,rlsWithoutGC,8201684,1
120000,rlsWithGC,2148138,1
120000,content,120122,1
121000,rlsWithoutGC,7056702,1
121000,rlsWithGC,121638,1
120000,rlsWithoutGC,7466926,1
120000,rlsWithGC,2070338,1
120000,content,119418,1
121000,rlsWithoutGC,6362192,1
121000,rlsWithGC,120944,1
120000,rlsWithoutGC,7854342,1
120000,rlsWithGC,2080640,1
120000,content,119814,1
121000,rlsWithoutGC,6746742,1
121000,rlsWithGC,121330,1
120000,rlsWithoutGC,8248042,1
120000,rlsWithGC,2104230,1
120000,content,119986,1
121000,rlsWithoutGC,7127392,1
121000,rlsWithGC,121512,1
120000,rlsWithoutGC,7205102,1
120000,rlsWithGC,2181784,1
120000,content,120246,1
121000,rlsWithoutGC,6035286,1
121000,rlsWithGC,121782,1
120000,rlsWithoutGC,7507686,1
120000,rlsWithGC,2124906,1
120000,content,120002,1
121000,rlsWithoutGC,6372552,1
121000,rlsWithGC,121528,1
120000,rlsWithoutGC,7402846,1
120000,rlsWithGC,2127164,1
120000,content,119738,1
121000,rlsWithoutGC,6269398,1
121000,rlsWithGC,121254,1
120000,rlsWithoutGC,7173592,1
120000,rlsWithGC,2203360,1
120000,content,120406,1
121000,rlsWithoutGC,5994596,1
121000,rlsWithGC,121932,1
120000,rlsWithoutGC,8272540,1
120000,rlsWithGC,2177288,1
120000,content,120218,1
121000,rlsWithoutGC,7110484,1
121000,rlsWithGC,121744,1
120000,rlsWithoutGC,7486142,1
120000,rlsWithGC,2096220,1
120000,content,119842,1
121000,rlsWithoutGC,6368308,1
121000,rlsWithGC,121376,1
120000,rlsWithoutGC,7768288,1
120000,rlsWithGC,2081686,1
120000,content,119576,1
121000,rlsWithoutGC,6656286,1
121000,rlsWithGC,121110,1
120000,rlsWithoutGC,7472654,1
120000,rlsWithGC,2160406,1
120000,content,120110,1
121000,rlsWithoutGC,6321224,1
121000,rlsWithGC,121636,1
120000,rlsWithoutGC,7150380,1
120000,rlsWithGC,2127938,1
120000,content,119990,1
121000,rlsWithoutGC,6010974,1
121000,rlsWithGC,121526,1
120000,rlsWithoutGC,7841314,1
120000,rlsWithGC,2138054,1
120000,content,119930,1
121000,rlsWithoutGC,6701516,1
121000,rlsWithGC,121456,1
120000,rlsWithoutGC,7366890,1
120000,rlsWithGC,2183584,1
120000,content,119902,1
121000,rlsWithoutGC,6196314,1
121000,rlsWithGC,121438,1
120000,rlsWithoutGC,12278372,2
120000,rlsWithGC,2114212,2
120000,content,119912,2
121000,rlsWithoutGC,12017046,2
121000,rlsWithGC,122126,2
120000,rlsWithoutGC,13845120,2
120000,rlsWithGC,2169678,2
120000,content,120252,2
121000,rlsWithoutGC,13574750,2
121000,rlsWithGC,122474,2
120000,rlsWithoutGC,13236638,2
120000,rlsWithGC,2152694,2
120000,content,119944,2
121000,rlsWithoutGC,12967086,2
121000,rlsWithGC,122158,2
120000,rlsWithoutGC,13041754,2
120000,rlsWithGC,2079420,2
120000,content,119740,2
121000,rlsWithoutGC,12783082,2
121000,rlsWithGC,121962,2
120000,rlsWithoutGC,13466262,2
120000,rlsWithGC,2119606,2
120000,content,119844,2
121000,rlsWithoutGC,13215988,2
121000,rlsWithGC,122052,2
120000,rlsWithoutGC,12140902,2
120000,rlsWithGC,2067286,2
120000,content,119736,2
121000,rlsWithoutGC,11894338,2
121000,rlsWithGC,121946,2
120000,rlsWithoutGC,13241358,2
120000,rlsWithGC,2112372,2
120000,content,120000,2
121000,rlsWithoutGC,12983752,2
121000,rlsWithGC,122220,2
120000,rlsWithoutGC,12355914,2
120000,rlsWithGC,2174060,2
120000,content,119796,2
121000,rlsWithoutGC,12081778,2
121000,rlsWithGC,122018,2
120000,rlsWithoutGC,12744838,2
120000,rlsWithGC,2096938,2
120000,content,119916,2
121000,rlsWithoutGC,12494422,2
121000,rlsWithGC,122110,2
120000,rlsWithoutGC,12677604,2
120000,rlsWithGC,2110944,2
120000,content,119888,2
121000,rlsWithoutGC,12426154,2
121000,rlsWithGC,122082,2
120000,rlsWithoutGC,13661234,2
120000,rlsWithGC,2082884,2
120000,content,119668,2
121000,rlsWithoutGC,13403738,2
121000,rlsWithGC,121890,2
120000,rlsWithoutGC,12335778,2
120000,rlsWithGC,2106666,2
120000,content,120096,2
121000,rlsWithoutGC,12070678,2
121000,rlsWithGC,122310,2
120000,rlsWithoutGC,12345078,2
120000,rlsWithGC,2156202,2
120000,content,120304,2
121000,rlsWithoutGC,12079580,2
121000,rlsWithGC,122500,2
120000,rlsWithoutGC,13495622,2
120000,rlsWithGC,2184374,2
120000,content,120072,2
121000,rlsWithoutGC,13221150,2
121000,rlsWithGC,122286,2
120000,rlsWithoutGC,12217894,2
120000,rlsWithGC,2093764,2
120000,content,119600,2
121000,rlsWithoutGC,11966474,2
121000,rlsWithGC,121802,2
120000,rlsWithoutGC,12436934,2
120000,rlsWithGC,2084004,2
120000,content,120236,2
121000,rlsWithoutGC,12184064,2
121000,rlsWithGC,122440,2
120000,rlsWithoutGC,14137220,2
120000,rlsWithGC,2164894,2
120000,content,120204,2
121000,rlsWithoutGC,13864898,2
121000,rlsWithGC,122426,2
120000,rlsWithoutGC,12538926,2
120000,rlsWithGC,2151006,2
120000,content,119808,2
121000,rlsWithoutGC,12269702,2
121000,rlsWithGC,122022,2
120000,rlsWithoutGC,18222614,3
120000,rlsWithGC,2127524,3
120000,content,120198,3
121000,rlsWithoutGC,18852030,3
121000,rlsWithGC,123086,3
120000,rlsWithoutGC,18539588,3
120000,rlsWithGC,2109512,3
120000,content,119766,3
121000,rlsWithoutGC,19144934,3
121000,rlsWithGC,122666,3
120000,rlsWithoutGC,18060014,3
120000,rlsWithGC,2051420,3
120000,content,119254,3
121000,rlsWithoutGC,18649830,3
121000,rlsWithGC,122130,3
120000,rlsWithoutGC,18149260,3
120000,rlsWithGC,2089606,3
120000,content,120142,3
121000,rlsWithoutGC,18743160,3
121000,rlsWithGC,123052,3
120000,rlsWithoutGC,17685978,3
120000,rlsWithGC,2116806,3
120000,content,120096,3
121000,rlsWithoutGC,18291668,3
121000,rlsWithGC,122996,3
120000,rlsWithoutGC,17332608,3
120000,rlsWithGC,2115210,3
120000,content,120450,3
121000,rlsWithoutGC,17929832,3
121000,rlsWithGC,123360,3
120000,rlsWithoutGC,17670312,3
120000,rlsWithGC,2161860,3
120000,content,120066,3
121000,rlsWithoutGC,18282928,3
121000,rlsWithGC,122968,3
120000,rlsWithoutGC,18988604,3
120000,rlsWithGC,2103976,3
120000,content,120392,3
121000,rlsWithoutGC,19598662,3
121000,rlsWithGC,123274,3
120000,rlsWithoutGC,18949886,3
120000,rlsWithGC,2113022,3
120000,content,120182,3
121000,rlsWithoutGC,19547400,3
121000,rlsWithGC,123084,3
120000,rlsWithoutGC,17633546,3
120000,rlsWithGC,2116796,3
120000,content,120230,3
121000,rlsWithoutGC,18229556,3
121000,rlsWithGC,123124,3
120000,rlsWithoutGC,17631134,3
120000,rlsWithGC,2100800,3
120000,content,120422,3
121000,rlsWithoutGC,18250358,3
121000,rlsWithGC,123310,3
120000,rlsWithoutGC,19393096,3
120000,rlsWithGC,2187598,3
120000,content,120406,3
121000,rlsWithoutGC,20026750,3
121000,rlsWithGC,123314,3
120000,rlsWithoutGC,17787290,3
120000,rlsWithGC,2119838,3
120000,content,119722,3
121000,rlsWithoutGC,18399282,3
121000,rlsWithGC,122622,3
120000,rlsWithoutGC,17881814,3
120000,rlsWithGC,2112272,3
120000,content,119338,3
121000,rlsWithoutGC,18482976,3
121000,rlsWithGC,122248,3
120000,rlsWithoutGC,17643690,3
120000,rlsWithGC,2127954,3
120000,content,120146,3
121000,rlsWithoutGC,18260868,3
121000,rlsWithGC,123028,3
120000,rlsWithoutGC,18419366,3
120000,rlsWithGC,2172890,3
120000,content,119590,3
121000,rlsWithoutGC,19032680,3
121000,rlsWithGC,122492,3
120000,rlsWithoutGC,19396302,3
120000,rlsWithGC,2187870,3
120000,content,120414,3
121000,rlsWithoutGC,20027598,3
121000,rlsWithGC,123298,3
120000,rlsWithoutGC,18721554,3
120000,rlsWithGC,2121552,3
120000,content,120114,3
121000,rlsWithoutGC,19334632,3
121000,rlsWithGC,123020,3
120000,rlsWithoutGC,23052806,4
120000,rlsWithGC,2142222,4
120000,content,120076,4
121000,rlsWithoutGC,24555846,4
121000,rlsWithGC,123662,4
120000,rlsWithoutGC,27245330,4
120000,rlsWithGC,2077048,4
120000,content,119856,4
121000,rlsWithoutGC,28691812,4
121000,rlsWithGC,123436,4
120000,rlsWithoutGC,25158064,4
120000,rlsWithGC,2143066,4
120000,content,120054,4
121000,rlsWithoutGC,26635084,4
121000,rlsWithGC,123652,4
120000,rlsWithoutGC,22625104,4
120000,rlsWithGC,2234756,4
120000,content,120428,4
121000,rlsWithoutGC,24169490,4
121000,rlsWithGC,124034,4
120000,rlsWithoutGC,22811336,4
120000,rlsWithGC,2135982,4
120000,content,120036,4
121000,rlsWithoutGC,24322724,4
121000,rlsWithGC,123612,4
120000,rlsWithoutGC,23163696,4
120000,rlsWithGC,2201226,4
120000,content,120012,4
121000,rlsWithoutGC,24689858,4
121000,rlsWithGC,123610,4
120000,rlsWithoutGC,22706626,4
120000,rlsWithGC,2092322,4
120000,content,119820,4
121000,rlsWithoutGC,24159026,4
121000,rlsWithGC,123410,4
120000,rlsWithoutGC,23592666,4
120000,rlsWithGC,2135882,4
120000,content,119920,4
